price,gameNumber,gameURL,gamePhoto,overallodds,startDate,endDate,lastdatetoclaim,extrachances,secondChance,dateexported,topprize,topprizeavail,gameName,Winning Tickets At Start,Winning Tickets Unclaimed,topprizestarting,topprizeremain,Total at start,Total remaining,Non-prize at start,Non-prize remaining,topprizeodds,Current Odds of Top Prize,Change in Current Odds of Top Prize,Current Odds of Any Prize,Change in Current Odds of Any Prize,Odds of Profit Prize,Starting Odds of Profit Prize,Change in Odds of Profit Prize,Probability of Winning Any Prize,Starting Probability of Winning Any Prize,Change in Probability of Any Prize,Probability of Winning Profit Prize,Starting Probability of Winning Profit Prize,Change in Probability of Profit Prize,StdDev of All Prizes,StdDev of Profit Prizes,Odds of Any Prize + 3 StdDevs,Odds of Profit Prize + 3 StdDevs,Max Tickets to Buy,Expected Value of Any Prize (as % of cost),Change in Expected Value of Any Prize,Expected Value of Profit Prize (as % of cost),Change in Expected Value of Profit Prize,Percent of Prizes Remaining,Percent of Profit Prizes Remaining,Ratio of Decline in Prizes to Decline in Losing Ticket,Photo,FAQ,About,Directory,Data Date,Days Since Start,Rank by Best Probability of Winning Any Prize,Rank by Best Probability of Winning Profit Prize,Rank by Least Expected Losses,Rank by Most Available Prizes,Rank by Best Change in Probabilities,Rank Average,Overall Rank,Rank by Cost,Stats Page
30,7623,https://www.illinoislottery.com/games-hub/instant-tickets/royal-riches,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/november/IL-7623_ITVM_Royal_Riches_Logo@2x.png,3.35,"November 4, 2025",,,,,2026-04-13,1800000,,ROYAL RICHES,626568,626568,2,2,2099002.8000000003,2099002.8000000003,1472434.8000000003,1472434.8000000003,1049501.4000000001,1049501.4000000001,0.0,3.35,-3.8113336486844673e-07,3.77,3.7729712434795424,0.0,0.2985075764577642,0.2985075764577642,0.0,0.2650431014358252,0.2650431014358252,0.0,0.0334234286497574,0.03435424310385279,9.972885524838757,9.702659400536144,4.0,0.5,0.0,0.49714292792479475,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/november/IL-7623_ITVM_Royal_Riches_Logo@2x.png,,,,2026-04-13,160,27.0,21.333333333333332,38.0,,29.25,28.895833333333332,33.0,2.0,/illinois-statistics-for-each-scratcher-game
20,7629,https://www.illinoislottery.com/games-hub/instant-tickets/1000000-holiday-gold,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/all-top-prizes-won/2025/october/26-0137_WebApp_INT_Oct25_NewTicketAssets_TicketLogos_IL-7629_1000000HolidayGold_Logo-ATPW.png,3.37,"October 7, 2025",,,,,2026-04-13,600000,Top Prize Claimed,"$1,000,000 HOLIDAY GOLD",168591,168591,0,0,568151.67,568151.67,399560.67000000004,399560.67000000004,,,,3.37,-1.1792625725909514e-06,5.16,5.155962719954988,0.0,0.2967362549744698,0.2967362549744698,0.0,0.19395019985884035,0.19395019985884035,0.0,0.03592830740689682,0.02705253262917179,9.277224971745335,12.32032759986063,6.0,0.44,0.0,0.43544937877430473,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/all-top-prizes-won/2025/october/26-0137_WebApp_INT_Oct25_NewTicketAssets_TicketLogos_IL-7629_1000000HolidayGold_Logo-ATPW.png,,,,2026-04-13,188,25.0,25.333333333333332,9.0,,,19.777777777777775,3.0,1.0,/illinois-statistics-for-each-scratcher-game
10,7622,https://www.illinoislottery.com/games-hub/instant-tickets/golden-casino,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/september/26-0091_WebApp_INT_Sep25_NewTicketAssets_TicketLogos_IL-7622_Logo.jpg,3.63,"September 2, 2025",,,,,2026-04-13,600000,,GOLDEN CASINO,269044,269044,1,1,976629.72,976629.72,707585.72,707585.72,976629.72,976629.72,0.0,3.63,-7.372292540751322e-07,6.45,6.447459976893877,0.0,0.27548229675752,0.27548229675752,0.0,0.15509983832140967,0.15509983832140967,0.0,0.03644898078116777,0.0230022128515481,9.144892287306448,14.489973164475172,8.0,0.48,0.0,0.47823840987724103,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/september/26-0091_WebApp_INT_Sep25_NewTicketAssets_TicketLogos_IL-7622_Logo.jpg,,,,2026-04-13,223,24.666666666666668,27.666666666666668,28.0,,24.416666666666668,26.187500000000004,22.0,6.0,/illinois-statistics-for-each-scratcher-game
5,7598,https://www.illinoislottery.com/games-hub/instant-tickets/in-the-money,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/february/25-0248_WebApp_INT_Feb25_NewTicketAssets_TicketLogos_IL-7598_InTheMoney_Logo.jpg,4.99,"September 2, 2025",,,,,2026-04-13,400000,,IN THE MONEY,329912,329912,1,1,1646260.8800000001,1646260.8800000001,1316348.8800000001,1316348.8800000001,1646260.8800000001,1646260.8800000001,0.0,4.99,-5.345446828439599e-07,4.99,4.989997332622033,0.0,0.2004009087264466,0.2004009087264466,0.0,0.2004009087264466,0.2004009087264466,0.0,0.0356760324547694,0.0356760324547694,9.343076301654106,9.343076301654106,6.0,0.51,0.0,0.5114951465746602,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/february/25-0248_WebApp_INT_Feb25_NewTicketAssets_TicketLogos_IL-7598_InTheMoney_Logo.jpg,,,,2026-04-13,223,25.333333333333332,20.666666666666668,41.0,,29.416666666666668,29.104166666666668,35.0,8.0,/illinois-statistics-for-each-scratcher-game
20,7621,https://www.illinoislottery.com/games-hub/instant-tickets/2000000-diamond-deluxe,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/august/26-0062_WebApp_INT_Aug25_NewTicketAssets_TicketLogos_IL-7621_Logo.png,3.55,"August 5, 2025",,,,,2026-04-13,1200000,,"$2,000,000 DIAMOND DELUXE",514319,514319,1,1,1825832.45,1825832.45,1311513.45,1311513.45,1825832.45,1825832.45,0.0,3.55,-2.4646292155819726e-07,5.53,5.526209537069265,0.0,0.2816902102712626,0.2816902102712626,0.0,0.18095586012294668,0.18095586012294668,0.0,0.0315869573513489,0.022308670947123608,10.552662302348052,14.941197530227782,6.0,0.48,0.0,0.4849008561576311,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/august/26-0062_WebApp_INT_Aug25_NewTicketAssets_TicketLogos_IL-7621_Logo.png,,,,2026-04-13,251,29.666666666666668,29.333333333333332,32.0,,28.083333333333332,29.770833333333332,36.0,4.0,/illinois-statistics-for-each-scratcher-game
3,7619,https://www.illinoislottery.com/games-hub/instant-tickets/cash-lines-2025,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/august/26-0062_WebApp_INT_Aug25_NewTicketAssets_TicketLogos_IL-7619_Logo.png,4.08,"August 5, 2025",,,,,2026-04-13,80000,,CASH LINES,258073,258073,1,1,1052937.84,1052937.84,794864.8400000001,794864.8400000001,1052937.84,1052937.84,0.0,4.08,-7.977678909633275e-07,6.26,6.264163627602044,0.0,0.24509823474718812,0.24509823474718812,0.0,0.15963823096728486,0.15963823096728486,0.0,0.02596454002510836,0.017774598705935563,12.837383290288496,18.751261486281933,7.0,0.42,0.0,0.4155832685146405,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/august/26-0062_WebApp_INT_Aug25_NewTicketAssets_TicketLogos_IL-7619_Logo.png,,,,2026-04-13,251,34.666666666666664,34.666666666666664,6.0,,16.916666666666668,23.0625,11.0,2.0,/illinois-statistics-for-each-scratcher-game
5,7620,https://www.illinoislottery.com/games-hub/instant-tickets/cash-grab,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/all-top-prizes-won/2025/august/26-0062_WebApp_INT_Aug25_NewTicketAssets_TicketLogos_IL-7620_ATPW.png,3.96,"August 5, 2025",,,,,2026-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,,,,,,,,,/illinois-statistics-for-each-scratcher-game
1,7617,https://www.illinoislottery.com/games-hub/instant-tickets/7-11-21-2025,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/july/26-0033_WebApp_INT_July25_NewTicketAssets_TicketLogos_IL-7617_Logo-1.png,4.79,"July 15, 2025",,,,,2026-04-13,3000,,7-11-21,530437,530437,3,3,2540793.23,2540793.23,2010356.23,2010356.23,846931.0766666667,846931.0766666667,0.0,4.79,-9.052291127311192e-08,9.8,9.800286973929344,0.0,0.20876828612169507,0.20876828612169507,0.0,0.10203782834729157,0.10203782834729157,0.0,0.03555408755274492,0.019959364300130872,9.375221381533256,16.699522956691226,12.0,0.32,0.0,0.3177311178045594,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/july/26-0033_WebApp_INT_July25_NewTicketAssets_TicketLogos_IL-7617_Logo-1.png,,,,2026-04-13,272,26.0,32.333333333333336,1.0,,21.083333333333332,20.104166666666668,4.0,1.0,/illinois-statistics-for-each-scratcher-game
10,7615,https://www.illinoislottery.com/games-hub/instant-tickets/ultimate-bonus-payout,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/july/26-0033_WebApp_INT_July25_NewTicketAssets_TicketLogos_IL-7615_Logo.png,3.85,"July 1, 2025",,,,,2026-04-13,600000,,ULTIMATE BONUS PAYOUT,223020,223020,1,1,858627.0,858627.0,635607.0,635607.0,858627.0,858627.0,0.0,3.85,0.0,6.09,6.08618636498958,0.0,0.2597402597402597,0.2597402597402597,0.0,0.16430650328955412,0.16430650328955412,0.0,0.03750213278000635,0.03120200218942942,8.888029140522736,10.682266211242414,8.0,0.5,0.0,0.5007517816234524,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/july/26-0033_WebApp_INT_July25_NewTicketAssets_TicketLogos_IL-7615_Logo.png,,,,2026-04-13,286,23.0,23.0,40.0,,35.833333333333336,30.458333333333336,39.0,8.0,/illinois-statistics-for-each-scratcher-game
5,7618,https://www.illinoislottery.com/games-hub/instant-tickets/9s-in-a-line,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/july/26-0033_WebApp_INT_July25_NewTicketAssets_TicketLogos_IL-7618_Logo.png,4.44,"July 1, 2025",,,,,2026-04-13,299999,,9S IN A LINE,226837,226837,1,1,1007156.2800000001,1007156.2800000001,780319.2800000001,780319.2800000001,1007156.2800000001,1007156.2800000001,0.0,4.44,-2.7801047930231324e-07,7.06,7.058795494845144,0.0,0.22522528784021542,0.22522528784021542,0.0,0.14166722930707853,0.14166722930707853,0.0,0.02034744790916498,0.013110525406173842,16.380887832682966,25.420334858367564,8.0,0.49,0.0,0.4925268776634404,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/july/26-0033_WebApp_INT_July25_NewTicketAssets_TicketLogos_IL-7618_Logo.png,,,,2026-04-13,286,35.666666666666664,35.666666666666664,37.0,,29.583333333333332,34.479166666666664,50.0,14.0,/illinois-statistics-for-each-scratcher-game
30,7599,https://www.illinoislottery.com/games-hub/instant-tickets/blowout-x,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/june/25-0420_WebApp_INT_June25_NewTicketAssets_TicketLogos_IL-7599_Logo.png,6.61,"July 1, 2025",,,,,2026-04-13,3000,,BLOWOUT X,89968,89968,357,357,594688.48,594688.48,504720.48,504720.48,1665.7940616246499,1665.7940616246499,0.0,6.61,-8.071452805838778e-07,6.61,6.609994664769696,0.0,0.1512860525182953,0.1512860525182953,0.0,0.1512860525182953,0.1512860525182953,0.0,0.03730580719821006,0.03730580719821006,8.934272079850661,8.934272079850661,9.0,0.67,0.0,0.6683555074257426,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/june/25-0420_WebApp_INT_June25_NewTicketAssets_TicketLogos_IL-7599_Logo.png,,,,2026-04-13,286,24.0,20.333333333333332,52.0,,32.083333333333336,32.104166666666664,45.0,4.0,/illinois-statistics-for-each-scratcher-game
2,7613,https://www.illinoislottery.com/games-hub/instant-tickets/triple-dynamite-777-2025,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/june/25-0420_WebApp_INT_June25_NewTicketAssets_TicketLogos_IL-7613_Logo.png,4.2,"June 3, 2025",,,,,2026-04-13,25000,,TRIPLE DYNAMITE 777,299344,299344,1,1,1257244.8,1257244.8,957900.8,957900.8,1257244.8,1257244.8,0.0,4.2,-6.363120373466456e-07,7.85,7.85066033906772,0.0,0.2380953895982005,0.2380953895982005,0.0,0.1273778200572045,0.1273778200572045,0.0,0.031233056095455135,0.014943217030601284,10.672072834304695,22.3035581278229,9.0,0.39,0.0,0.394461218347433,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/june/25-0420_WebApp_INT_June25_NewTicketAssets_TicketLogos_IL-7613_Logo.png,,,,2026-04-13,314,30.333333333333332,35.333333333333336,4.0,,16.75,21.604166666666668,8.0,2.0,/illinois-statistics-for-each-scratcher-game
10,7616,https://www.illinoislottery.com/games-hub/instant-tickets/1000000-cash-chaser,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/june/25-0420_WebApp_INT_June25_NewTicketAssets_TicketLogos_IL-7616_Logo.png,4.15,"June 3, 2025",,,,,2026-04-13,600000,,"$1,000,000 CA$H CHA$ER",165401,165401,1,1,686414.15,686414.15,521013.15,521013.15,686414.15,686414.15,0.0,4.15,-2.1852696380688304e-07,6.41,6.4134657609762025,0.0,0.24096390807879792,0.24096390807879792,0.0,0.15592193632414258,0.15592193632414258,0.0,0.028374659259426036,0.0214315056275957,11.74673701055764,15.5511659025066,7.0,0.54,0.0,0.5380273420996657,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/june/25-0420_WebApp_INT_June25_NewTicketAssets_TicketLogos_IL-7616_Logo.png,,,,2026-04-13,314,33.666666666666664,30.333333333333332,45.0,,32.75,35.4375,53.0,10.0,/illinois-statistics-for-each-scratcher-game
5,7614,https://www.illinoislottery.com/games-hub/instant-tickets/jurassic-park,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/june/25-0420_WebApp_INT_June25_NewTicketAssets_TicketLogos_IL-7614_Logo.png,4.23,"June 3, 2025",,,,,2026-04-13,400000,,JURASSIC WORLD FRANCHISE,175657,175657,1,1,743029.1100000001,743029.1100000001,567372.1100000001,567372.1100000001,743029.1100000001,743029.1100000001,0.0,4.23,-1.4804265215871452e-07,7.65,7.651494712127609,0.0,0.23640665438361086,0.23640665438361086,0.0,0.13069341842646787,0.13069341842646787,0.0,0.032056993018959826,0.017981700440409802,10.39753174568459,18.53382641989818,9.0,0.48,0.0,0.4782922335467391,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/june/25-0420_WebApp_INT_June25_NewTicketAssets_TicketLogos_IL-7614_Logo.png,,,,2026-04-13,314,28.0,34.333333333333336,29.0,,28.583333333333332,29.979166666666668,37.0,9.0,/illinois-statistics-for-each-scratcher-game
50,7611,https://www.illinoislottery.com/games-hub/instant-tickets/millionaire-club-2025,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/may/logos/25-0400_WebApp_INT_May25_NewTicketAssets_TicketLogos_IL-7611_MillionaireClub_Logo.jpg,4.2,"May 6, 2025",,,,,2026-04-13,600000,,MILLIONAIRE CLUB,1171963,1171963,30,30,4922244.600000001,4922244.600000001,3750281.6000000006,3750281.6000000006,164074.82,164074.82,0.0,4.2,-1.218956083160974e-07,4.2,4.199999488038445,0.0,0.23809526711800552,0.23809526711800552,0.0,0.23809526711800552,0.23809526711800552,0.0,0.061767010705281386,0.061767010705281386,5.3965991653120815,5.3965991653120815,6.0,0.58,0.0,0.5809640887367631,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/may/logos/25-0400_WebApp_INT_May25_NewTicketAssets_TicketLogos_IL-7611_MillionaireClub_Logo.jpg,,,,2026-04-13,342,19.0,19.0,49.0,,36.583333333333336,30.895833333333336,40.0,2.0,/illinois-statistics-for-each-scratcher-game
5,7612,https://www.illinoislottery.com/games-hub/instant-tickets/super-cash-blowout,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/may/logos/25-0400_WebApp_INT_May25_NewTicketAssets_TicketLogos_IL-7612_SuperCashBlowout_Logo.jpg,5.73,"May 6, 2025",,,,,2026-04-13,200,,SUPER CASH BLOWOUT,184555,184555,899,899,1057500.1500000001,1057500.1500000001,872945.1500000001,872945.1500000001,1176.3071746384874,1176.3071746384874,0.0,5.73,-1.4184395151555824e-07,5.73,5.729999187234158,0.0,0.17452009456264775,0.17452009456264775,0.0,0.17452009456264775,0.17452009456264775,0.0,0.04188970944490574,0.04188970944490574,7.957060722892137,7.957060722892137,8.0,0.54,0.0,0.5404690307328606,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/may/logos/25-0400_WebApp_INT_May25_NewTicketAssets_TicketLogos_IL-7612_SuperCashBlowout_Logo.jpg,,,,2026-04-13,342,21.0,19.666666666666668,46.0,,34.583333333333336,30.3125,38.0,10.0,/illinois-statistics-for-each-scratcher-game
3,7609,https://www.illinoislottery.com/games-hub/instant-tickets/super-7s-2025,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/may/logos/25-0400_WebApp_INT_May25_NewTicketAssets_TicketLogos_IL-7609_Super7s_Logo.jpg,3.84,"May 6, 2025",,,,,2026-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,,,,,,,,,/illinois-statistics-for-each-scratcher-game
2,7605,https://www.illinoislottery.com/games-hub/instant-tickets/big-bucks,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/april/logos/25-0352_WebApp_INT_Apr25_NewTicketAssets_TicketLogos_IL-7605_BigBucks_Logo.jpg,4.49,"April 1, 2025",,,,,2026-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,,,,,,,,,/illinois-statistics-for-each-scratcher-game
20,7603,https://www.illinoislottery.com/games-hub/instant-tickets/multiplier-madness,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/all-top-prizes-won/2025/march/25-0299_WebApp_INT_Mar25_NewTicketAssets_TicketLogos_IL-7603_MultiplilerMadness-ATPW.jpg,3.35,"March 4, 2025",,,,,2026-04-13,1200000,Top Prize Claimed,MULTIPLIER MADNESS,367834,367834,0,0,1232243.9000000001,1232243.9000000001,864409.9000000001,864409.9000000001,,,,3.35,-7.303748876012574e-07,5.51,5.514477123013032,0.0,0.2985076807090809,0.2985076807090809,0.0,0.18134085565915165,0.18134085565915165,0.0,0.035634902592090456,0.024923463082960416,9.35388713142736,13.373477945915194,6.0,0.44,0.0,0.44034334137016806,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/all-top-prizes-won/2025/march/25-0299_WebApp_INT_Mar25_NewTicketAssets_TicketLogos_IL-7603_MultiplilerMadness-ATPW.jpg,,,,2026-04-13,405,25.666666666666668,26.666666666666668,11.0,,,21.11111111111111,6.0,2.0,/illinois-statistics-for-each-scratcher-game
5,7601,https://www.illinoislottery.com/games-hub/instant-tickets/more-money,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/march/25-0299_WebApp_INT_Mar25_NewTicketAssets_TicketLogos_IL-7601_MoreMoney_Logo.jpg,4.33,"March 4, 2025",,,,,2026-04-13,400000,,MORE MONEY,328577,328577,1,1,1422738.41,1422738.41,1094161.41,1094161.41,1422738.41,1422738.41,0.0,4.33,-2.881766579022608e-07,7.27,7.274195115217269,0.0,0.23094694877060992,0.23094694877060992,0.0,0.13747225420281176,0.13747225420281176,0.0,0.029517095233283636,0.022256091724546227,11.292502691443039,14.976026080651087,9.0,0.49,0.0,0.4875950456092408,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/march/25-0299_WebApp_INT_Mar25_NewTicketAssets_TicketLogos_IL-7601_MoreMoney_Logo.jpg,,,,2026-04-13,405,32.333333333333336,29.666666666666668,35.0,,28.583333333333332,31.395833333333332,42.0,11.0,/illinois-statistics-for-each-scratcher-game
5,7600,https://www.illinoislottery.com/games-hub/instant-tickets/5-times-lucky,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/february/25-0248_WebApp_INT_Feb25_NewTicketAssets_TicketLogos_IL-7600_5TimesLucky_Logo.jpg,3.96,"February 4, 2025",,,,,2026-04-13,255555,,5 TIMES LUCKY,258789,258789,1,1,1024804.44,1024804.44,766015.44,766015.44,1024804.44,1024804.44,0.0,3.96,-4.293502084726539e-07,7.19,7.191455618478208,0.0,0.2525253609470689,0.2525253609470689,0.0,0.1390539068934157,0.1390539068934157,0.0,0.0386504232865448,0.02667003470890637,8.624025219105249,12.497325334484941,9.0,0.45,0.0,0.4492049211361392,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/february/25-0248_WebApp_INT_Feb25_NewTicketAssets_TicketLogos_IL-7600_5TimesLucky_Logo.jpg,,,,2026-04-13,433,22.333333333333332,25.666666666666668,17.0,,21.916666666666668,21.729166666666668,9.0,1.0,/illinois-statistics-for-each-scratcher-game
1,7591,https://www.illinoislottery.com/games-hub/instant-tickets/5x-the-cash-2025,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/all-top-prizes-won/2025/january/25-0213_WebApp_INT_Jan25_NewTicketAssets_TicketLogos_IL-7591_5XtheCash_Logo-ATPW.jpg,4.71,"January 7, 2025",,,,,2026-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,,,,,,,,,/illinois-statistics-for-each-scratcher-game
2,7592,https://www.illinoislottery.com/games-hub/instant-tickets/10x-the-cash-2025,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/january/25-0213_WebApp_INT_Jan25_NewTicketAssets_TicketLogos_IL-7592_10xtheCash_Logo.jpg,4.3,"January 7, 2025",,,,,2026-04-13,50000,,10X THE CASH,726988,726988,3,3,3126048.4,3126048.4,2399060.4,2399060.4,1042016.1333333333,1042016.1333333333,0.0,4.3,-1.2795707191489678e-07,7.16,7.161047796854777,0.0,0.23255816929234613,0.23255816929234613,0.0,0.1396443688644576,0.1396443688644576,0.0,0.03269547772115492,0.023625732619629917,10.194946887214245,14.108453931957992,9.0,0.43,0.0,0.4307801735609946,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/january/25-0213_WebApp_INT_Jan25_NewTicketAssets_TicketLogos_IL-7592_10xtheCash_Logo.jpg,,,,2026-04-13,461,27.333333333333332,27.0,8.0,,22.583333333333332,21.229166666666664,7.0,1.0,/illinois-statistics-for-each-scratcher-game
30,7590,https://www.illinoislottery.com/games-hub/instant-tickets/200x-the-cash,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/january/25-0213_WebApp_INT_Jan25_NewTicketAssets_TicketLogos_IL-7590_200xtheCash_Logo.jpg,3.18,"January 7, 2025",,,,,2026-04-13,1800000,,200X THE CASH,616707,616707,1,1,1961128.26,1961128.26,1344421.26,1344421.26,1961128.26,1961128.26,0.0,3.18,-1.3257674441148552e-07,4.04,4.037943068924692,0.0,0.3144654504958371,0.3144654504958371,0.0,0.24765084176045624,0.24765084176045624,0.0,0.040437639556378135,0.0402345718215206,8.243034993806267,8.284607795428181,5.0,0.47,0.0,0.4705069395436368,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2025/january/25-0213_WebApp_INT_Jan25_NewTicketAssets_TicketLogos_IL-7590_200xtheCash_Logo.jpg,,,,2026-04-13,461,21.666666666666668,20.0,24.0,,27.583333333333332,23.3125,13.0,1.0,/illinois-statistics-for-each-scratcher-game
1,7596,https://www.illinoislottery.com/games-hub/instant-tickets/loose-change-multiplier-2025,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2024/november/25-0253_WebApp_INT_June23_NewTicketAssets_Logo.jpg,4.65,"November 7, 2024",,,,,2026-04-13,1000,,LOOSE CHANGE MULTIPLIER,162146,162146,2,2,753978.9,753978.9,591832.9,591832.9,376989.45,376989.45,0.0,4.65,-1.193667356021987e-06,8.02,8.015840784171974,0.0,0.21505402014382383,0.21505402014382383,0.0,0.12475297687730942,0.12475297687730942,0.0,0.027726631092315556,0.01813364346590958,12.021244825018888,18.378446914278612,9.0,0.41,0.0,0.41018172944038156,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2024/november/25-0253_WebApp_INT_June23_NewTicketAssets_Logo.jpg,,,,2026-04-13,522,34.333333333333336,34.0,5.0,,15.583333333333334,22.229166666666668,10.0,2.0,/illinois-statistics-for-each-scratcher-game
50,7575,https://www.illinoislottery.com/games-hub/instant-tickets/10000000-bankroll,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2024/november/25-0161_WebApp_INT_Nov24_NewTicketAssets_Website_TicketLogos_IL-7575_10000000Bankroll_Logo.jpg,4.08,"November 5, 2024",,,,,2026-04-13,6000000,,"$10,000,000 BANKROLL",1155666,1155666,1,1,4715117.28,4715117.28,3559451.2800000003,3559451.2800000003,4715117.28,4715117.28,0.0,4.08,-9.246845770564486e-07,4.08,4.079996227286926,0.0,0.24509826585427255,0.24509826585427255,0.0,0.24509826585427255,0.24509826585427255,0.0,0.06361597242640238,0.06361597242640238,5.239750479303564,5.239750479303564,6.0,0.56,0.0,0.5613724961649944,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2024/november/25-0161_WebApp_INT_Nov24_NewTicketAssets_Website_TicketLogos_IL-7575_10000000Bankroll_Logo.jpg,,,,2026-04-13,524,18.666666666666668,18.666666666666668,48.0,,30.583333333333332,28.979166666666668,34.0,1.0,/illinois-statistics-for-each-scratcher-game
5,7588,https://www.illinoislottery.com/games-hub/instant-tickets/7x-bingo-multiplier,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2024/25-0193-01_WebApp_INT_Dec24_NewTicketAssets_BingoMultiplier_Website_TicketLogos_IL-7588_7XBingoMultiplier_Logo+Bug.jpg,3.99,"October 29, 2024",,,,,2026-04-13,200000,,7X BINGO MULTIPLIER,842330,842330,3,3,3360896.7,3360896.7,2518566.7,2518566.7,1120298.9000000001,1120298.9000000001,0.0,3.99,-2.0827774926623074e-07,6.73,6.727267996148865,0.0,0.2506266186159881,0.2506266186159881,0.0,0.14864875318962562,0.14864875318962562,0.0,0.029317974526695233,0.02000408630756977,11.369435969350816,16.662706343485585,8.0,0.45,0.0,0.44880026040674864,0.0,1.0,1.0,,https://www.illinoislottery.com/content/dam/il/cil-instants-ticket/2024/25-0193-01_WebApp_INT_Dec24_NewTicketAssets_BingoMultiplier_Website_TicketLogos_IL-7588_7XBingoMultiplier_Logo+Bug.jpg,,,,2026-04-13,531,32.666666666666664,31.666666666666668,16.0,,23.416666666666668,25.9375,19.5,3.0,/illinois-statistics-for-each-scratcher-game
