,gameNumber,price,topprize,overallodds,topprizeavail,gameURL,gamePhoto,dateexported,startDate,extrachances,secondChance,lastdatetoclaim,gameName,Winning Tickets Unclaimed,Winning Tickets At Start,topprizestarting,topprizeremain,Total at start,Total remaining,Non-prize at start,Non-prize remaining,topprizeodds,Current Odds of Top Prize,Change in Current Odds of Top Prize,Current Odds of Any Prize,Change in Current Odds of Any Prize,Odds of Profit Prize,Starting Odds of Profit Prize,Change in Odds of Profit Prize,Probability of Winning Any Prize,Starting Probability of Winning Any Prize,Change in Probability of Any Prize,Probability of Winning Profit Prize,Starting Probability of Winning Profit Prize,Change in Probability of Profit Prize,StdDev of All Prizes,StdDev of Profit Prizes,Odds of Any Prize + 3 StdDevs,Odds of Profit Prize + 3 StdDevs,Max Tickets to Buy,Expected Value of Any Prize (as % of cost),Change in Expected Value of Any Prize,Expected Value of Profit Prize (as % of cost),Change in Expected Value of Profit Prize,Percent of Prizes Remaining,Percent of Profit Prizes Remaining,Ratio of Decline in Prizes to Decline in Losing Ticket,Photo,FAQ,About,Directory,Data Date,Days Since Start,Rank by Best Probability of Winning Any Prize,Rank by Best Probability of Winning Profit Prize,Rank by Least Expected Losses,Rank by Most Available Prizes,Rank by Best Change in Probabilities,Rank Average,Overall Rank,Rank by Cost,Stats Page
26,1526,2.0,100000,4.69,Yes,https://floridalottery.com/games/scratch-offs/view?id=1526,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/gold-rush-doubler/fl-1525-$1-gold-rush-doubler-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,$2 Gold Rush Doubler,2074169,10778592,36.0,10.0,50551596.480000004,9727852.610000001,39773004.480000004,7653683.610000001,972785.2610000002,972785.2610000002,0.0,4.69,-6.27065423514296e-08,8.81,8.340154721071466,0.0565630300913772,0.21321962957495652,0.21321961822926422,-1.1345692302322519e-08,0.1134829148305299,0.11990185235694635,0.006418937526416452,0.03508545014693217,0.023040230755433825,9.500570895622177,14.467258098255412,11.0,0.45,-0.4001909706355121,0.45120454135198607,-0.4001909706355121,0.19,0.18684446023467674,8.28408835677713,,,,,2026-06-17,,52.666666666666664,48.666666666666664,56.0,54.666666666666664,52.5,52.9,73.0,17.0,/florida-statistics-for-each-scratcher-game
27,1527,5.0,1000000,3.98,Yes,https://floridalottery.com/games/scratch-offs/view?id=1527,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/gold-rush-doubler/fl-1525-$1-gold-rush-doubler-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,$5 Gold Rush Doubler,2704434,14152949,28.0,7.0,56328737.02,10763647.32,42175788.02,8059213.32,1537663.902857143,1537663.902857143,0.0,3.98,-2.9729699439281036e-08,7.89,7.426203921039212,0.06218289341177142,0.2512562888768091,0.25125628149624585,-7.380563271652818e-09,0.12677506053477972,0.13465830061128478,0.007883240076505066,0.04070291251164865,0.026802230263193016,8.189397352311154,12.436662622819327,10.0,0.49,-0.14857864252803293,0.49295020544616525,-0.14857864252803293,0.19,0.18872302536990782,3.3778385638104838,,,,,2026-06-17,,42.333333333333336,41.333333333333336,72.0,52.0,62.5,54.03333333333334,77.0,23.0,/florida-statistics-for-each-scratcher-game
28,1562,20.0,10000000,2.97,No,https://floridalottery.com/games/scratch-offs/view?id=1562,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/gold-rush-legacy/fl-1562-gold-rush-legacy-teaser.webp/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,Gold Rush Legacy,2932247,20226231,4.0,0.0,60071906.07,8708773.59,39845675.07,5776526.59,,,,2.97,-6.774777117902464e-08,6.4,6.39456844046885,0.0012598269531646873,0.3367003595110356,0.33670033709268354,-2.2418352063624525e-08,0.15618595179826136,0.1563827190700425,0.00019676727178113973,0.051289193357915604,0.01892237689974981,6.499080463241648,17.615599675829074,7.0,0.41,-0.03447095371140761,0.409471805040733,-0.03447095371140761,0.14,0.13537554765258475,1.501545219439915,,,,,2026-06-17,,34.333333333333336,56.0,33.0,39.0,,40.583333333333336,29.0,5.0,/florida-statistics-for-each-scratcher-game
29,1574,30.0,15000000,2.6,No,https://floridalottery.com/games/scratch-offs/view?id=1574,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/gold-rush-multiplier/fl-1583-$10000-gold-rush-multiplier-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,Gold Rush Multiplier,793958,8432034,4.0,0.0,21923288.400000002,2064290.8,13491254.400000002,1270332.8,,,,2.6,-3.875422979108341e-07,4.6,4.58568389338127,0.002276991881815185,0.3846155336701723,0.3846153916328609,-1.4203731141249065e-07,0.21757456558913718,0.21806998110867312,0.0004954155195359411,0.05196828400214538,0.03294626028293486,6.414116741528425,10.117258280771885,5.0,0.35,-0.022809336909110287,0.3486205910991188,-0.022809336909110287,0.1,0.10187879269564609,1.1994948289378469,,,,,2026-06-17,,33.666666666666664,35.333333333333336,11.0,29.333333333333332,,27.333333333333332,2.0,1.0,/florida-statistics-for-each-scratcher-game
30,1583,1.0,10000,4.65,Yes,https://floridalottery.com/games/scratch-offs/view?id=1583,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/gold-rush-multiplier/fl-1583-$10000-gold-rush-multiplier-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,"$10,000 GOLD RUSH MULTIPLIER",4712962,11882503,64.0,24.0,55253638.95,21915273.3,43371135.95,17202311.3,913136.3875000001,913136.3875000001,0.0,4.65,-1.3689083319697737e-08,8.81,8.68437040416835,0.01482321026403385,0.21505376638474913,0.21505376713837376,7.536246349193476e-10,0.11346744345826766,0.11514939523077196,0.0016819517725042976,0.03493618919053797,0.023099977970852958,9.541185407962585,14.429944454821916,11.0,0.38,-0.8009203552014773,0.3797717235829095,-0.8009203552014773,0.36,0.35987290094443647,-0.7146123154422956,,,,,2026-06-17,,53.0,48.0,22.0,48.666666666666664,43.5,43.03333333333333,36.0,5.0,/florida-statistics-for-each-scratcher-game
31,1584,2.0,100000,4.54,No,https://floridalottery.com/games/scratch-offs/view?id=1584,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/gold-rush-multiplier/fl-1583-$10000-gold-rush-multiplier-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,"$100,000 GOLD RUSH MULTIPLIER",716947,6088633,10.0,0.0,27642393.82,3254939.38,21553760.82,2537992.38,,,,4.54,-1.1674564574982399e-07,9.73,8.311849283495823,0.170509851258661,0.2202643428955197,0.22026432371466537,-1.9180854321509955e-08,0.10278441470024477,0.12031016996249203,0.017525755262247256,0.03919153057602599,0.021505931543581408,8.50513807709892,15.498881806833422,12.0,0.33,-0.42286537304145166,0.332336335642542,-0.42286537304145166,0.08,0.07357357248887207,1.8956478716473972,,,,,2026-06-17,,44.333333333333336,53.666666666666664,7.0,31.0,,34.0,12.0,1.0,/florida-statistics-for-each-scratcher-game
32,1586,10.0,2000000,3.41,Yes,https://floridalottery.com/games/scratch-offs/view?id=1586,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/gold-rush-multiplier/fl-1583-$10000-gold-rush-multiplier-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,"$2,000,000 GOLD RUSH MULTIPLIER",297151,8861732,5.0,1.0,30218506.12,1013284.91,21356774.12,716133.91,1013284.91,1013284.91,0.0,3.41,-8.980692311023507e-07,5.9,5.173224449436079,0.14107293757855183,0.2932553953284568,0.293255133129348,-2.621991088136433e-07,0.16940462890956534,0.19330303754924216,0.02389840863967682,0.04030433367598196,0.02759784588654883,8.270179053766274,12.07738755668363,7.0,0.6,-0.06230889567449549,0.6031018944343345,-0.06230889567449549,0.05,0.04660422635765094,1.0912451735680737,,,,,2026-06-17,,42.666666666666664,39.666666666666664,84.0,16.333333333333332,48.333333333333336,46.2,51.0,7.0,/florida-statistics-for-each-scratcher-game
33,1590,50.0,25000000,4.09,Yes,https://floridalottery.com/games/scratch-offs/view?id=1590,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/gold-rush-multiplier/fl-1583-$10000-gold-rush-multiplier-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,"$25,000,000 GOLD RUSH MULTIPLIER",3368045,8130095,2.0,1.0,33252088.549999997,13775304.049999999,25121993.549999997,10407259.049999999,13775304.049999999,13775304.049999999,0.0,4.09,-3.62968400242245e-09,4.09,4.089999932350114,1.2910630561563399e-08,0.24449877839356576,0.2444987815501992,3.1566334268706697e-09,0.24449877839356576,0.2444987815501992,3.1566334268706697e-09,0.07277053406654982,0.07277053406654982,4.580602358766653,4.580602358766653,6.0,0.57,-0.015003449116753706,0.5723787293550836,-0.015003449116753706,0.43,0.4349616435336942,-0.8435560136037478,,,,,2026-06-17,,30.666666666666668,30.666666666666668,82.0,55.0,62.166666666666664,52.1,69.0,3.0,/florida-statistics-for-each-scratcher-game
34,1596,5.0,1000000,3.99,Yes,https://floridalottery.com/games/scratch-offs/view?id=1596,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/florida-big-bills/fl-1596-guy-havey-threetickets@2x.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,"GUY HARVEY © $1,000,000 FLORIDA BIG BILLS",404229,3569747,3.0,1.0,14243290.530000001,1612873.7100000002,10673543.530000001,1208644.7100000002,1612873.7100000002,1612873.7100000002,0.0,3.99,-4.4020805580529686e-07,7.2,6.634528002280558,0.08481588417011215,0.2506266767439222,0.25062657574198094,-1.0100194125506334e-07,0.13894212377539955,0.15072662285188324,0.011784499076483684,0.03756806427496479,0.0264333754668186,8.872589612879674,12.609610811465744,9.0,0.5,-0.1463937495515237,0.5030687475083283,-0.1463937495515237,0.12,0.12170418988896003,1.6176401750955858,,,,,2026-06-17,,46.333333333333336,42.0,74.0,38.0,45.0,49.06666666666667,64.0,19.0,/florida-statistics-for-each-scratcher-game
35,1615,2.0,50000,4.36,Yes,https://floridalottery.com/games/scratch-offs/view?id=1615,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/happy-new-year-2026/fl-1615-HAPPY-NEW-YEAR-2026-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,HAPPY NEW YEAR 2026,708133,2805384,6.0,1.0,12231474.24,3087459.8800000004,9426090.24,2379326.8800000004,3087459.8800000004,3087459.8800000004,0.0,4.36,-2.850239467482246e-07,8.18,7.732854792843893,0.05759424496901729,0.22935786353762105,0.22935780266548414,-6.087213691441384e-08,0.12227595572929066,0.12931834707738413,0.007042391348093466,0.03423468527092108,0.022152814481723748,9.736579947479346,15.046397304528897,10.0,0.41,-0.39996611775587504,0.4058988313690967,-0.39996611775587504,0.23,0.22264596596891803,-7.435082868031551,,,,,2026-06-17,,55.0,51.666666666666664,30.0,32.666666666666664,30.333333333333332,39.93333333333333,26.0,7.0,/florida-statistics-for-each-scratcher-game
36,1542,5.0,500000,4.07,Yes,https://floridalottery.com/games/scratch-offs/view?id=1542,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/hit-and-win/fl-1542-hit-and-win-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,Hit and Win!,2113057,5583367,10.0,4.0,22724303.69,8600141.99,17140936.69,6487084.99,2150035.4975,2150035.4975,0.0,4.07,-1.1511437852626476e-07,6.98,6.862690341686392,0.01779754207525263,0.24570027398388003,0.24570025316068,-2.082320002538829e-08,0.1431674201620648,0.1457154483462045,0.002548028184139711,0.03881578079528728,0.03089962703374372,8.587537641274627,10.787522209030413,9.0,0.45,-0.1515304405175649,0.4524266520746578,-0.1515304405175649,0.37,0.3739020817587611,-1.1503380763689954,,,,,2026-06-17,,45.0,37.333333333333336,58.0,49.333333333333336,43.5,46.63333333333334,56.0,16.0,/florida-statistics-for-each-scratcher-game
37,1575,1.0,5000,4.91,Yes,https://floridalottery.com/games/scratch-offs/view?id=1575,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/holiday-blowout/fl-1575-$5000-holiday-blowout-ticket@2x.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,"$5,000 Holiday Blowout",1169990,3946570,16.0,3.0,19377658.7,5744650.9,15431088.7,4574660.9,1914883.6333333335,1914883.6333333335,0.0,4.91,-1.566674835121959e-07,9.38,9.055115777432185,0.03572469026066444,0.2036660196878835,0.20366599513728645,-2.4550597055306156e-08,0.1066256429895642,0.11043481105921056,0.00380916806964636,0.03438125813835503,0.022656574497300356,9.695124297798564,14.712079584319092,12.0,0.37,-0.8233150556700253,0.36533818422358194,-0.8233150556700253,0.25,0.24627231228259497,-1.544191582132052,,,,,2026-06-17,,54.666666666666664,50.333333333333336,15.0,37.0,27.833333333333332,36.96666666666667,18.0,3.0,/florida-statistics-for-each-scratcher-game
38,1578,10.0,500000,3.45,Yes,https://floridalottery.com/games/scratch-offs/view?id=1578,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/holiday-blowout/fl-1578-$500000-holiday-blowout-ticket@2x.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,"$500,000 Holiday Blowout",1801921,4731729,6.0,2.0,16324465.05,6216627.45,11592736.05,4414706.45,3108313.725,3108313.725,0.0,3.45,-7.238651571870121e-08,5.29,5.263647238630794,0.0051543469092575804,0.28985509344536836,0.2898550733515616,-2.0093806785137502e-08,0.1890081228936528,0.18998233632771427,0.0009742134340614828,0.0369845964462168,0.0293769316633857,9.012716052638096,11.34666200753699,6.0,0.45,-0.07150418015058321,0.45208792485056604,-0.07150418015058321,0.37,0.3682535228493142,-1.9730702041487025,,,,,2026-06-17,,48.0,38.0,57.0,45.666666666666664,43.833333333333336,46.5,52.0,8.0,/florida-statistics-for-each-scratcher-game
39,1609,1.0,10000,4.83,Yes,https://floridalottery.com/games/scratch-offs/view?id=1609,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/holiday-cash/fl-1609-$10000-HOLIDAY-CASH-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,"$10,000 HOLIDAY CA$H",630933,2719730,4.0,1.0,13136295.9,3047406.39,10416565.9,2416473.39,3047406.39,3047406.39,0.0,4.83,-1.2797768016708295e-07,9.52,8.791247364056947,0.08316484147233597,0.20703936397053757,0.2070393516588962,-1.231164137305285e-08,0.10501587251583806,0.11374950090569677,0.008733628389858708,0.03554212323274329,0.022420831114872454,9.378403658386672,14.866435905653054,12.0,0.33,-0.8361005268419285,0.331157712493839,-0.8361005268419285,0.19,0.1828950109351629,-6.374580378178444,,,,,2026-06-17,,51.333333333333336,51.333333333333336,6.0,28.0,31.666666666666668,33.66666666666667,11.0,1.0,/florida-statistics-for-each-scratcher-game
40,1611,5.0,250000,3.67,Yes,https://floridalottery.com/games/scratch-offs/view?id=1611,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/holiday-cash/fl-1609-$10000-HOLIDAY-CASH-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,"$250,000 HOLIDAY CA$H",230838,3433807,4.0,2.0,12602071.69,847175.46,9168264.69,616337.46,423587.73,423587.73,0.0,3.67,-5.429807893650887e-07,7.18,5.916734705758901,0.2134243553052044,0.27247971198394666,0.2724795789517453,-1.3303220136595684e-07,0.1392852716380913,0.1690121409409612,0.029726869302869913,0.0496280320590786,0.036052709980208965,6.716438691426928,9.244997601637852,10.0,0.4,-0.14973562988865705,0.40037418479062764,-0.14973562988865705,0.08,0.08454920024468385,1.2382778068159679,,,,,2026-06-17,,35.333333333333336,33.666666666666664,29.0,27.666666666666668,32.0,31.53333333333334,7.0,3.0,/florida-statistics-for-each-scratcher-game
41,1612,10.0,500000,3.46,Yes,https://floridalottery.com/games/scratch-offs/view?id=1612,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/holiday-cash/fl-1609-$10000-HOLIDAY-CASH-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,"$500,000 HOLIDAY CA$H",389585,3095890,4.0,1.0,10711779.4,1347964.1,7615889.4,958379.1000000001,1347964.1,1347964.1,0.0,3.46,-7.418595192232892e-08,5.55,5.286989453442734,0.05034526094364656,0.2890173624814906,0.2890173518329682,-1.0648522452694209e-08,0.18007750948838397,0.18914355869365865,0.009066049205274679,0.0382495703081606,0.028702547328983332,8.714499912630556,11.612815494422398,7.0,0.43,-0.07306111506271513,0.42982935746058504,-0.07306111506271513,0.13,0.12694483025218953,1.5482949507015744,,,,,2026-06-17,,45.333333333333336,38.666666666666664,44.0,38.0,48.666666666666664,42.93333333333333,33.0,4.0,/florida-statistics-for-each-scratcher-game
42,1613,20.0,1000000,2.68,Yes,https://floridalottery.com/games/scratch-offs/view?id=1613,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/holiday-cash/fl-1609-$10000-HOLIDAY-CASH-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,"$1,000,000 HOLIDAY CA$H",831056,3180627,4.0,1.0,8524080.360000001,2227230.08,5343453.360000001,1396174.08,2227230.08,2227230.08,0.0,2.68,-3.5919055126583575e-08,5.84,5.773181911769487,0.011921464308277199,0.3731343417608419,0.3731343441169018,2.356059847219427e-09,0.17117405925746332,0.1732147046954041,0.0020406454379407746,0.052840233300108834,0.016330630700137422,6.308276521319575,20.410447947322112,6.0,0.39,-0.03176666484490555,0.38642068847851363,-0.03176666484490555,0.26,0.2623742525961172,2.4644203831142746,,,,,2026-06-17,,33.0,57.333333333333336,24.0,57.0,43.666666666666664,43.0,35.0,7.0,/florida-statistics-for-each-scratcher-game
43,1610,2.0,50000,4.48,No,https://floridalottery.com/games/scratch-offs/view?id=1610,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/holiday-cash/fl-1609-$10000-HOLIDAY-CASH-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,"$50,000 HOLIDAY CA$H",382825,2665386,4.0,0.0,11940929.280000001,1715056.0000000002,9275543.280000001,1332231.0000000002,,,,4.48,0.0,8.75,7.6978010112086475,0.13703283447157724,0.22321428571428573,0.22321429094838433,5.234098598982939e-09,0.11425107984812158,0.1299072291611482,0.015656149313026613,0.037212720278792195,0.022699649674992727,8.957300931945468,14.683414042003214,11.0,0.34,-0.4196866193257231,0.33959649130990477,-0.4196866193257231,0.1,0.08928157745556581,2.4018614586512053,,,,,2026-06-17,,47.0,50.0,8.0,36.0,,35.25,13.0,2.0,/florida-statistics-for-each-scratcher-game
44,5056,5.0,1000000,3.86,Yes,https://floridalottery.com/games/scratch-offs/view?id=5056,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/jeopardy/fl-5056-jeopardy-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,Jeopardy!,1984698,4947682,10.0,4.0,19098052.52,7660934.279999999,14150370.52,5676236.279999999,1915233.5699999998,1915233.5699999998,0.0,3.86,-3.6549066939329727e-08,7.73,7.550000929021566,0.024004392113408907,0.2590673669816239,0.2590673645668155,-2.414808408790492e-09,0.1293454557890722,0.13245031482792066,0.0031048590388484676,0.03932094567996186,0.020619870022771603,8.477209889224172,16.165373256989636,9.0,0.47,-0.14958918599203164,0.4652838674762111,-0.14958918599203164,0.39,0.3875110661640116,-1.0920415796247456,,,,,2026-06-17,,44.0,55.333333333333336,63.0,52.0,56.0,54.06666666666668,78.0,24.0,/florida-statistics-for-each-scratcher-game
45,1616,3.0,150000,3.98,Yes,https://floridalottery.com/games/scratch-offs/view?id=1616,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/loteria™/fl-1616-LOTERIA™-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,Loteria™,3291619,6792640,6.0,3.0,27034707.2,13100643.62,20242067.2,9809024.62,4366881.206666666,4366881.206666666,0.0,3.98,-4.732591906304294e-08,7.2,7.075631428759122,0.017627223229784245,0.25125629329797017,0.25125628326580346,-1.0032166708473511e-08,0.13888203808011562,0.1413301427679612,0.002448104687845565,0.030860570487053155,0.017560864294728955,10.801233880673067,18.98140377540797,8.0,0.43,-0.25240659379706826,0.42840080444906414,-0.25240659379706826,0.47,0.46809476620337687,-0.555012576880512,,,,,2026-06-17,,58.0,56.333333333333336,43.0,57.0,46.833333333333336,52.233333333333334,71.0,3.0,/florida-statistics-for-each-scratcher-game
46,1625,2.0,50000,4.2,Yes,https://floridalottery.com/games/scratch-offs/view?id=1625,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/lucky-clovers/fl-1625-lucky-clovers.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,Lucky Clovers,598148,2344307,4.0,1.0,9846089.4,2512221.6,7501782.4,1914073.6,2512221.6,2512221.6,0.0,4.2,-2.3883243425276963e-07,7.26,6.9108116094409,0.05087389618130425,0.23809529496011697,0.23809524776792085,-4.7192196123146957e-08,0.13769568839684088,0.14470080455295498,0.0070051161561140995,0.03554956250285759,0.0254191566581596,9.376433480670741,13.112972316353535,9.0,0.41,-0.39418407993099824,0.40672994135468177,-0.39418407993099824,0.22,0.20940524769865343,-10.399126934025752,,,,,2026-06-17,,51.0,43.0,31.0,30.666666666666668,32.666666666666664,37.666666666666664,20.0,5.0,/florida-statistics-for-each-scratcher-game
47,1556,2.0,50000,4.45,Yes,https://floridalottery.com/games/scratch-offs/view?id=1556,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/lucky-green/fl-1556-lucky-green-ticket.webp/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,Lucky Green,390480,3220776,8.0,1.0,14332453.200000001,1737636.0,11111677.200000001,1347156.0,1737636.0,1737636.0,0.0,4.45,0.0,8.4,7.605537560573867,0.10487731887826125,0.2247191011235955,0.22471910425940347,3.1358079743970535e-09,0.11900248383435887,0.13148314527876004,0.012480661444401173,0.036875968074509734,0.023819339133468436,9.039101466542725,13.993283959320072,11.0,0.4,-0.40516184370955166,0.39669499250706136,-0.40516184370955166,0.11,0.10286888342023537,1.9083134431004491,,,,,2026-06-17,,48.666666666666664,46.333333333333336,28.0,37.333333333333336,55.0,43.06666666666667,37.0,9.0,/florida-statistics-for-each-scratcher-game
48,1524,5.0,500000,3.98,Yes,https://floridalottery.com/games/scratch-offs/view?id=1524,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/lucky-numbers/fl-1524-lucky-numbers-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,Lucky Numbers,638368,5623603,16.0,2.0,22381939.94,2540704.64,16758336.940000001,1902336.6400000001,1270352.32,1270352.32,0.0,3.98,-2.5189862289856215e-07,8.13,7.428865646099321,0.09479562683038723,0.2512563446981624,0.2512562919593338,-5.273882858203294e-08,0.12295450394851191,0.13461005322193043,0.011655549273418511,0.042725341852339685,0.02739545045413489,7.801675659483352,12.16699653226686,10.0,0.42,-0.15368416667641674,0.4175870152524655,-0.15368416667641674,0.1,0.10300357402035534,1.6170607600184113,,,,,2026-06-17,,39.0,40.0,39.0,34.666666666666664,36.5,37.83333333333333,22.0,6.0,/florida-statistics-for-each-scratcher-game
49,1634,20.0,3089000,3.33,Yes,https://floridalottery.com/games/scratch-offs/view?id=1634,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/mega-7's/fl-1634-mega-7's-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,Mega 7s,4484955,5374487,4.0,4.0,17897041.71,14934900.15,12522554.71,10449945.15,3733725.0375,3733725.0375,0.0,3.33,-1.0043589050191293e-08,6.52,6.513645067027027,0.0002986893739769035,0.3003003033163931,0.30030031221362236,8.897229231141779e-09,0.15347802797474372,0.15352387023083872,4.58422560949967e-05,0.04589276629427594,0.024375159256215875,7.263297038341422,13.675042742368761,8.0,0.47,-0.03475252326057574,0.46819118306784774,-0.03475252326057574,0.87,0.875164621972365,-0.09304326078800154,,,,,2026-06-17,,37.666666666666664,45.333333333333336,65.0,71.33333333333333,57.166666666666664,55.3,83.0,10.0,/florida-statistics-for-each-scratcher-game
50,5058,5.0,1000000,3.99,No,https://floridalottery.com/games/scratch-offs/view?id=5058,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/millionaire-maker/fl-5058-millionaire-maker-ticket.webp/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,Millionaire Maker,321404,5764251,6.0,0.0,22999361.490000002,1282401.96,17235110.490000002,960997.96,,,,3.99,-7.485952377059756e-07,9.72,7.467397734393517,0.301789096294152,0.2506267540340346,0.250626571755624,-1.822784106431108e-07,0.1028703190343738,0.13391545965124857,0.031045140616874772,0.04799832799440366,0.025513707160103347,6.9445362988534765,13.063578830439608,13.0,0.26,-0.17278315694520463,0.25668492148711675,-0.17278315694520463,0.04,0.032845219033695694,1.2144197150730165,,,,,2026-06-17,,36.333333333333336,42.666666666666664,2.0,17.333333333333332,,24.583333333333332,1.0,1.0,/florida-statistics-for-each-scratcher-game
51,1566,2.0,100000,4.38,Yes,https://floridalottery.com/games/scratch-offs/view?id=1566,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/monopoly-secret-vault/fl-1565-monopoly-secret-vault-teaser.webp/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,MONOPOLY™ SECRET VAULT,1120216,6366329,8.0,2.0,27884521.02,4906546.08,21518192.02,3786330.08,2453273.04,2453273.04,0.0,4.38,-1.630474852037502e-08,8.73,8.225105097912436,0.06132939906496805,0.22831050600565042,0.22831050244685933,-3.5587910951484503e-09,0.1145534964922371,0.12157899359289694,0.007025497100659833,0.03590210596271272,0.020949387863255613,9.284429470217495,15.910913458287048,11.0,0.42,-0.39803188390752475,0.4172156951142412,-0.39803188390752475,0.16,0.16134074430049275,3.593762223563365,,,,,2026-06-17,,50.666666666666664,55.0,38.0,47.666666666666664,51.5,48.56666666666666,61.0,14.0,/florida-statistics-for-each-scratcher-game
52,1567,5.0,1000000,3.95,No,https://floridalottery.com/games/scratch-offs/view?id=1567,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/monopoly-secret-vault/fl-1565-monopoly-secret-vault-teaser.webp/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,MONOPOLY™ SECRET VAULT,1166199,9844505,6.0,0.0,38885794.75,4606486.05,29041289.75,3440287.05,,,,3.95,-1.0854260612676671e-08,6.76,6.527065240616937,0.03585752839776944,0.2531645597099394,0.25316456184487324,2.1349338408249707e-09,0.14790471522110346,0.15320821274730817,0.005303497526204709,0.042353992424924006,0.034648445209522906,7.870121911557659,9.620305460319836,9.0,0.38,-0.1590237102612705,0.37601590453113276,-0.1590237102612705,0.09,0.09220990714314835,1.6567916229398938,,,,,2026-06-17,,39.333333333333336,34.333333333333336,19.0,33.666666666666664,,31.583333333333336,8.0,4.0,/florida-statistics-for-each-scratcher-game
