,price,gameNumber,topprize,overallodds,topprizeavail,extrachances,secondChance,startDate,endDate,lastdatetoclaim,dateexported,gameURL,gamePhoto_x,gameName,Winning Tickets At Start,Winning Tickets Unclaimed,topprizestarting,topprizeremain,gamePhoto_y,Total at start,Total remaining,Non-prize at start,Non-prize remaining,topprizeodds,Current Odds of Top Prize,Change in Current Odds of Top Prize,Current Odds of Any Prize,Change in Current Odds of Any Prize,Odds of Profit Prize,Starting Odds of Profit Prize,Change in Odds of Profit Prize,Probability of Winning Any Prize,Starting Probability of Winning Any Prize,Change in Probability of Any Prize,Probability of Winning Profit Prize,Starting Probability of Winning Profit Prize,Change in Probability of Profit Prize,StdDev of All Prizes,StdDev of Profit Prizes,Odds of Any Prize + 3 StdDevs,Odds of Profit Prize + 3 StdDevs,Max Tickets to Buy,Expected Value of Any Prize (as % of cost),Change in Expected Value of Any Prize,Expected Value of Profit Prize (as % of cost),Change in Expected Value of Profit Prize,Percent of Prizes Remaining,Percent of Profit Prizes Remaining,Ratio of Decline in Prizes to Decline in Losing Ticket,Photo,FAQ,About,Directory,Data Date,Days Since Start,Rank by Best Probability of Winning Any Prize,Rank by Best Probability of Winning Profit Prize,Rank by Least Expected Losses,Rank by Most Available Prizes,Rank by Best Change in Probabilities,Rank Average,Overall Rank,Rank by Cost,Stats Page
49,20.0,407,500000,3.04,,Yes,Yes,"April 13, 2026",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/500000-crossword-2917/,https://static.coloradolottery.com/media/cache/37/c6/37c644425045e6c8f6424d89d7901b36.jpg,"$500,000 Crossword➞",790051,790051,3,3,https://static.coloradolottery.com/media/cache/37/c6/37c644425045e6c8f6424d89d7901b36.jpg,2401755.04,2401755.04,1611704.04,1611704.04,800585.0133333333,800585.0133333333,0.0,3.04,-1.6654487876518873e-08,4.37,4.366422386287817,0.0,0.3289473738995027,0.3289473738995027,0.0,0.2290204454659197,0.2290204454659197,0.0,0.039677558661455066,0.03455456548843461,8.400965182742489,9.646409464422105,5.0,0.42,0.0,0.41509188072888364,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/37/c6/37c644425045e6c8f6424d89d7901b36.jpg,,,,2026-04-18,5,113.66666666666667,94.66666666666667,75.0,,108.33333333333333,97.91666666666667,71.0,9.0,/colorado-statistics-for-each-scratcher-game
50,5.0,415,100000,3.75,,Yes,Yes,"March 30, 2026",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/50x-2922/,https://static.coloradolottery.com/media/cache/66/78/6678aeddd23c53560e09286292dadb18.jpg,50X➞,575846,575846,2,2,https://static.coloradolottery.com/media/cache/66/78/6678aeddd23c53560e09286292dadb18.jpg,2159422.5,2159422.5,1583576.5,1583576.5,1079711.25,1079711.25,0.0,3.75,-2.31543387130273e-07,8.57,8.574374816356027,0.0,0.26666672841158423,0.26666672841158423,0.0,0.11662657877895104,0.11662657877895104,0.0,0.048437814996563744,0.022923128754595377,6.881593438687218,14.540514589249696,11.0,0.42,0.0,0.41851662157744063,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/66/78/6678aeddd23c53560e09286292dadb18.jpg,,,,2026-04-18,19,100.16666666666667,113.5,78.5,,101.25,98.35416666666667,74.5,11.0,/colorado-statistics-for-each-scratcher-game
51,3.0,383,40000,3.56,,Yes,Yes,"April 13, 2026",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/lucky-7s-crossword-2918/,https://static.coloradolottery.com/media/cache/21/69/216917e4c554b1f467e64d18e532798b.jpg,LUCKY 7s CROSSWORD➞,1179475,1179475,5,5,https://static.coloradolottery.com/media/cache/21/69/216917e4c554b1f467e64d18e532798b.jpg,4198931.0,4198931.0,3019456.0,3019456.0,839786.2,839786.2,0.0,3.56,0.0,9.02,9.02074440088082,0.0,0.2808988764044944,0.2808988764044944,0.0,0.11085559634106872,0.11085559634106872,0.0,0.04060066556206451,0.009427865394304926,8.209988887634726,35.35349755706894,10.0,0.35,0.0,0.3492631021244852,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/21/69/216917e4c554b1f467e64d18e532798b.jpg,,,,2026-04-18,5,112.0,134.0,11.0,,89.16666666666667,86.54166666666667,21.0,9.0,/colorado-statistics-for-each-scratcher-game
52,3.0,334,40000,3.83,,Yes,Yes,"July 15, 2024",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/ka-pow-bingo-2828/,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,KA-POW BINGO➞,2633020,2633020,8,8,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,10084466.6,10084466.6,7451446.6,7451446.6,1260558.325,1260558.325,0.0,3.83,-5.9497445322710705e-08,8.25,8.253642926126599,0.0,0.26109662127870725,0.26109662127870725,0.0,0.12115862158690406,0.12115862158690406,0.0,0.018378030737771143,0.00536824396559198,18.137473047772332,62.09039606820831,9.0,0.37,0.0,0.36865743147265645,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,,,,2026-04-18,642,138.5,135.83333333333334,22.5,,88.08333333333333,96.22916666666667,62.5,11.0,/colorado-statistics-for-each-scratcher-game
53,3.0,334,40000,3.83,,Yes,Yes,"July 15, 2024",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/ka-pow-bingo-2828/,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,KA-POW BINGO➞,2633020,2633020,8,8,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,10084466.6,10084466.6,7451446.6,7451446.6,1260558.325,1260558.325,0.0,3.83,-5.9497445322710705e-08,8.25,8.253642926126599,0.0,0.26109662127870725,0.26109662127870725,0.0,0.12115862158690406,0.12115862158690406,0.0,0.018378030737771143,0.00536824396559198,18.137473047772332,62.09039606820831,9.0,0.37,0.0,0.36865743147265645,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,,,,2026-04-18,642,138.5,135.83333333333334,22.5,,88.08333333333333,96.22916666666667,62.5,11.0,/colorado-statistics-for-each-scratcher-game
54,3.0,334,40000,3.83,,Yes,Yes,"July 15, 2024",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/ka-pow-bingo-2828/,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,KA-POW BINGO➞,2633020,2633020,8,8,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,10084466.6,10084466.6,7451446.6,7451446.6,1260558.325,1260558.325,0.0,3.83,-5.9497445322710705e-08,8.25,8.253642926126599,0.0,0.26109662127870725,0.26109662127870725,0.0,0.12115862158690406,0.12115862158690406,0.0,0.018378030737771143,0.00536824396559198,18.137473047772332,62.09039606820831,9.0,0.37,0.0,0.36865743147265645,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,,,,2026-04-18,642,138.5,135.83333333333334,22.5,,88.08333333333333,96.22916666666667,62.5,11.0,/colorado-statistics-for-each-scratcher-game
55,3.0,334,40000,3.83,,Yes,Yes,"July 15, 2024",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/ka-pow-bingo-2828/,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,KA-POW BINGO➞,2633020,2633020,8,8,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,10084466.6,10084466.6,7451446.6,7451446.6,1260558.325,1260558.325,0.0,3.83,-5.9497445322710705e-08,8.25,8.253642926126599,0.0,0.26109662127870725,0.26109662127870725,0.0,0.12115862158690406,0.12115862158690406,0.0,0.018378030737771143,0.00536824396559198,18.137473047772332,62.09039606820831,9.0,0.37,0.0,0.36865743147265645,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,,,,2026-04-18,642,138.5,135.83333333333334,22.5,,88.08333333333333,96.22916666666667,62.5,11.0,/colorado-statistics-for-each-scratcher-game
56,3.0,334,40000,3.83,,Yes,Yes,"Oct. 29, 2025",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/ka-pow-bingo-2829/,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,KA-POW BINGO➞,2633020,2633020,8,8,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,10084466.6,10084466.6,7451446.6,7451446.6,1260558.325,1260558.325,0.0,3.83,-5.9497445322710705e-08,8.25,8.253642926126599,0.0,0.26109662127870725,0.26109662127870725,0.0,0.12115862158690406,0.12115862158690406,0.0,0.018378030737771143,0.00536824396559198,18.137473047772332,62.09039606820831,9.0,0.37,0.0,0.36865743147265645,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,,,,2026-04-18,171,138.5,135.83333333333334,22.5,,88.08333333333333,96.22916666666667,62.5,11.0,/colorado-statistics-for-each-scratcher-game
57,3.0,334,40000,3.83,,Yes,Yes,"Oct. 29, 2025",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/ka-pow-bingo-2829/,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,KA-POW BINGO➞,2633020,2633020,8,8,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,10084466.6,10084466.6,7451446.6,7451446.6,1260558.325,1260558.325,0.0,3.83,-5.9497445322710705e-08,8.25,8.253642926126599,0.0,0.26109662127870725,0.26109662127870725,0.0,0.12115862158690406,0.12115862158690406,0.0,0.018378030737771143,0.00536824396559198,18.137473047772332,62.09039606820831,9.0,0.37,0.0,0.36865743147265645,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,,,,2026-04-18,171,138.5,135.83333333333334,22.5,,88.08333333333333,96.22916666666667,62.5,11.0,/colorado-statistics-for-each-scratcher-game
58,3.0,334,40000,3.83,,Yes,Yes,"Oct. 29, 2025",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/ka-pow-bingo-2829/,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,KA-POW BINGO➞,2633020,2633020,8,8,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,10084466.6,10084466.6,7451446.6,7451446.6,1260558.325,1260558.325,0.0,3.83,-5.9497445322710705e-08,8.25,8.253642926126599,0.0,0.26109662127870725,0.26109662127870725,0.0,0.12115862158690406,0.12115862158690406,0.0,0.018378030737771143,0.00536824396559198,18.137473047772332,62.09039606820831,9.0,0.37,0.0,0.36865743147265645,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,,,,2026-04-18,171,138.5,135.83333333333334,22.5,,88.08333333333333,96.22916666666667,62.5,11.0,/colorado-statistics-for-each-scratcher-game
59,3.0,334,40000,3.83,,Yes,Yes,"Oct. 29, 2025",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/ka-pow-bingo-2829/,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,KA-POW BINGO➞,2633020,2633020,8,8,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,10084466.6,10084466.6,7451446.6,7451446.6,1260558.325,1260558.325,0.0,3.83,-5.9497445322710705e-08,8.25,8.253642926126599,0.0,0.26109662127870725,0.26109662127870725,0.0,0.12115862158690406,0.12115862158690406,0.0,0.018378030737771143,0.00536824396559198,18.137473047772332,62.09039606820831,9.0,0.37,0.0,0.36865743147265645,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/0a/18/0a18b9dfcfbf98254e4a1000672e61f5.jpg,,,,2026-04-18,171,138.5,135.83333333333334,22.5,,88.08333333333333,96.22916666666667,62.5,11.0,/colorado-statistics-for-each-scratcher-game
60,2.0,354,120000,4.31,,Yes,Yes,"Jan. 6, 2025",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/decade-of-dollars-2861/,https://static.coloradolottery.com/media/cache/5d/82/5d82c8adf2384c4236c0dc31b24643e6.jpg,Decade of Dollars➞,445866,445866,2,2,https://static.coloradolottery.com/media/cache/5d/82/5d82c8adf2384c4236c0dc31b24643e6.jpg,1921682.4599999997,1921682.4599999997,1475816.4599999997,1475816.4599999997,960841.2299999999,960841.2299999999,0.0,4.31,-2.393735746356202e-07,9.79,9.791211926670947,0.0,0.23201861702404455,0.23201861702404455,0.0,0.10213240275966576,0.10213240275966576,0.0,0.0373929982731759,0.014310656302636608,8.914146616539973,23.289901685177778,11.0,0.4,0.0,0.3974299597956374,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/5d/82/5d82c8adf2384c4236c0dc31b24643e6.jpg,,,,2026-04-18,467,125.66666666666667,128.0,59.0,,94.0,101.66666666666667,88.0,10.0,/colorado-statistics-for-each-scratcher-game
61,2.0,361,100,3.99,,Yes,Yes,"Feb. 17, 2025",,"Oct. 30, 2026",2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/100-frenzy-2866/,https://static.coloradolottery.com/media/cache/50/a0/50a03ff70c953aa4e51efbed06701255.jpg,$100 Frenzy➞,300540,300540,2100,2100,https://static.coloradolottery.com/media/cache/50/a0/50a03ff70c953aa4e51efbed06701255.jpg,1199154.6,1199154.6,898614.6000000001,898614.6000000001,571.0260000000001,571.0260000000001,0.0,3.99,-5.003524983922609e-07,11.05,11.048037589828635,0.0,0.2506266918177315,0.2506266918177315,0.0,0.09051381223762753,0.09051381223762753,0.0,0.05026750697950216,0.008731342352444065,6.631042571544918,38.16321914524095,12.0,0.37,0.0,0.3698107165551714,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/50/a0/50a03ff70c953aa4e51efbed06701255.jpg,,,,2026-04-18,425,86.33333333333333,134.33333333333334,27.0,,79.33333333333333,81.75,13.0,1.0,/colorado-statistics-for-each-scratcher-game
62,20.0,268,1000000,3.02,,Yes,Yes,"Jan. 9, 2023",,"April 24, 2026",2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/monopolytm-200x-2765/,https://static.coloradolottery.com/media/cache/f8/01/f80130fde7a93b38b3b24893b61f5770.jpg,MONOPOLY™ 200X➞,716336,716336,2,2,https://static.coloradolottery.com/media/cache/f8/01/f80130fde7a93b38b3b24893b61f5770.jpg,2163334.72,2163334.72,1446998.7200000002,1446998.7200000002,1081667.36,1081667.36,0.0,3.02,-3.328195092590735e-07,6.6,6.604873968052367,0.0,0.3311259380197418,0.3311259380197418,0.0,0.15140334317308377,0.15140334317308377,0.0,0.055141698814016496,0.025344805911211413,6.044980977838094,13.151410601155227,8.0,0.39,0.0,0.38960419426681225,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/f8/01/f80130fde7a93b38b3b24893b61f5770.jpg,,,,2026-04-18,1195,72.66666666666667,110.0,48.0,,88.0,79.66666666666667,6.0,1.0,/colorado-statistics-for-each-scratcher-game
63,2.0,282,20000,4.16,,Yes,Yes,"May 15, 2023",,"June 5, 2026",2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/20000-gold-rush-2777/,https://static.coloradolottery.com/media/cache/59/1e/591e62eb76c779225b35d29939cf0e46.jpg,"$20,000 Gold Rush➞",461398,461398,3,3,https://static.coloradolottery.com/media/cache/59/1e/591e62eb76c779225b35d29939cf0e46.jpg,1919415.6800000002,1919415.6800000002,1458017.6800000002,1458017.6800000002,639805.2266666667,639805.2266666667,0.0,4.16,-3.542744843214425e-07,11.07,11.069418332391377,0.0,0.24038470054678118,0.24038470054678118,0.0,0.09033898349236616,0.09033898349236616,0.0,0.04076709735793096,0.010421342315213121,8.176383602765025,31.979743749046808,13.0,0.38,0.0,0.3797938434366721,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/59/1e/591e62eb76c779225b35d29939cf0e46.jpg,,,,2026-04-18,1069,110.66666666666667,130.66666666666666,32.0,,82.16666666666667,88.875,26.5,5.0,/colorado-statistics-for-each-scratcher-game
64,20.0,311,1000000,3.13,,Yes,Yes,"Jan. 8, 2024",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/monopolytm-secret-vault-200x-2815/,https://static.coloradolottery.com/media/cache/df/ce/dfce99a6fe3a767379f3fa63d2ceabb3.jpg,Monopoly™ Secret Vault 200X➞,690212,690212,2,2,https://static.coloradolottery.com/media/cache/df/ce/dfce99a6fe3a767379f3fa63d2ceabb3.jpg,2160363.56,2160363.56,1470151.56,1470151.56,1080181.78,1080181.78,0.0,3.13,-2.592156294368875e-07,5.79,5.7854675264854905,0.0,0.3194889007078903,0.3194889007078903,0.0,0.17284687804780957,0.17284687804780957,0.0,0.048902030672750764,0.031094795696677086,6.816282204831537,10.719599753282248,7.0,0.4,0.0,0.4045097976590045,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/df/ce/dfce99a6fe3a767379f3fa63d2ceabb3.jpg,,,,2026-04-18,831,98.66666666666667,96.33333333333333,64.0,,95.16666666666667,88.54166666666667,25.0,5.0,/colorado-statistics-for-each-scratcher-game
65,20.0,346,20000,3.01,,Yes,Yes,"Oct. 28, 2024",,"June 5, 2026",2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/20000-frenzy-holiday-edition-2852/,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,"$20,000 FRENZY Holiday Edition➞",318780,318780,20,20,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,959527.7999999999,959527.7999999999,640747.7999999999,640747.7999999999,47976.39,47976.39,0.0,1.5,-0.5000004168717155,2.51,2.5147473529720097,0.0,0.6644523812253329,0.6644523812253329,0.0,0.397654260901465,0.397654260901465,0.0,0.05034716769212542,0.03795805287809863,6.620628074475324,8.781421504839535,3.0,0.83,0.0,0.826282116084279,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,,,,2026-04-18,537,80.83333333333333,77.5,161.5,,109.08333333333333,107.22916666666666,148.5,14.0,/colorado-statistics-for-each-scratcher-game
66,20.0,346,20000,3.01,,Yes,Yes,"Oct. 28, 2024",,"June 5, 2026",2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/20000-frenzy-holiday-edition-2852/,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,"$20,000 FRENZY Holiday Edition➞",318780,318780,20,20,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,959527.7999999999,959527.7999999999,640747.7999999999,640747.7999999999,47976.39,47976.39,0.0,1.5,-0.5000004168717155,2.51,2.5147473529720097,0.0,0.6644523812253329,0.6644523812253329,0.0,0.397654260901465,0.397654260901465,0.0,0.05034716769212542,0.03795805287809863,6.620628074475324,8.781421504839535,3.0,0.83,0.0,0.826282116084279,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,,,,2026-04-18,537,80.83333333333333,77.5,161.5,,109.08333333333333,107.22916666666666,148.5,14.0,/colorado-statistics-for-each-scratcher-game
67,20.0,346,20000,3.01,,Yes,Yes,"Oct. 28, 2024",,"June 5, 2026",2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/20000-frenzy-holiday-edition-2852/,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,"$20,000 FRENZY➞",318780,318780,20,20,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,959527.7999999999,959527.7999999999,640747.7999999999,640747.7999999999,47976.39,47976.39,0.0,1.5,-0.5000004168717155,2.51,2.5147473529720097,0.0,0.6644523812253329,0.6644523812253329,0.0,0.397654260901465,0.397654260901465,0.0,0.05034716769212542,0.03795805287809863,6.620628074475324,8.781421504839535,3.0,0.83,0.0,0.826282116084279,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,,,,2026-04-18,537,80.83333333333333,77.5,161.5,,109.08333333333333,107.22916666666666,148.5,14.0,/colorado-statistics-for-each-scratcher-game
68,20.0,346,20000,3.01,,Yes,Yes,"Oct. 28, 2024",,"June 5, 2026",2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/20000-frenzy-holiday-edition-2852/,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,"$20,000 FRENZY➞",318780,318780,20,20,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,959527.7999999999,959527.7999999999,640747.7999999999,640747.7999999999,47976.39,47976.39,0.0,1.5,-0.5000004168717155,2.51,2.5147473529720097,0.0,0.6644523812253329,0.6644523812253329,0.0,0.397654260901465,0.397654260901465,0.0,0.05034716769212542,0.03795805287809863,6.620628074475324,8.781421504839535,3.0,0.83,0.0,0.826282116084279,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,,,,2026-04-18,537,80.83333333333333,77.5,161.5,,109.08333333333333,107.22916666666666,148.5,14.0,/colorado-statistics-for-each-scratcher-game
69,20.0,346,20000,3.01,,Yes,Yes,"Oct. 28, 2024",,"June 5, 2026",2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/20000-frenzy-holiday-edition-2852/,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,"$20,000 FRENZY Holiday Edition➞",318780,318780,20,20,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,959527.7999999999,959527.7999999999,640747.7999999999,640747.7999999999,47976.39,47976.39,0.0,1.5,-0.5000004168717155,2.51,2.5147473529720097,0.0,0.6644523812253329,0.6644523812253329,0.0,0.397654260901465,0.397654260901465,0.0,0.05034716769212542,0.03795805287809863,6.620628074475324,8.781421504839535,3.0,0.83,0.0,0.826282116084279,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,,,,2026-04-18,537,80.83333333333333,77.5,161.5,,109.08333333333333,107.22916666666666,148.5,14.0,/colorado-statistics-for-each-scratcher-game
70,20.0,346,20000,3.01,,Yes,Yes,"Oct. 28, 2024",,"June 5, 2026",2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/20000-frenzy-holiday-edition-2852/,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,"$20,000 FRENZY Holiday Edition➞",318780,318780,20,20,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,959527.7999999999,959527.7999999999,640747.7999999999,640747.7999999999,47976.39,47976.39,0.0,1.5,-0.5000004168717155,2.51,2.5147473529720097,0.0,0.6644523812253329,0.6644523812253329,0.0,0.397654260901465,0.397654260901465,0.0,0.05034716769212542,0.03795805287809863,6.620628074475324,8.781421504839535,3.0,0.83,0.0,0.826282116084279,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,,,,2026-04-18,537,80.83333333333333,77.5,161.5,,109.08333333333333,107.22916666666666,148.5,14.0,/colorado-statistics-for-each-scratcher-game
71,20.0,346,20000,3.01,,Yes,Yes,"Oct. 28, 2024",,"June 5, 2026",2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/20000-frenzy-holiday-edition-2852/,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,"$20,000 FRENZY➞",318780,318780,20,20,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,959527.7999999999,959527.7999999999,640747.7999999999,640747.7999999999,47976.39,47976.39,0.0,1.5,-0.5000004168717155,2.51,2.5147473529720097,0.0,0.6644523812253329,0.6644523812253329,0.0,0.397654260901465,0.397654260901465,0.0,0.05034716769212542,0.03795805287809863,6.620628074475324,8.781421504839535,3.0,0.83,0.0,0.826282116084279,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,,,,2026-04-18,537,80.83333333333333,77.5,161.5,,109.08333333333333,107.22916666666666,148.5,14.0,/colorado-statistics-for-each-scratcher-game
72,20.0,346,20000,3.01,,Yes,Yes,"Oct. 28, 2024",,"June 5, 2026",2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/20000-frenzy-holiday-edition-2852/,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,"$20,000 FRENZY➞",318780,318780,20,20,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,959527.7999999999,959527.7999999999,640747.7999999999,640747.7999999999,47976.39,47976.39,0.0,1.5,-0.5000004168717155,2.51,2.5147473529720097,0.0,0.6644523812253329,0.6644523812253329,0.0,0.397654260901465,0.397654260901465,0.0,0.05034716769212542,0.03795805287809863,6.620628074475324,8.781421504839535,3.0,0.83,0.0,0.826282116084279,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,,,,2026-04-18,537,80.83333333333333,77.5,161.5,,109.08333333333333,107.22916666666666,148.5,14.0,/colorado-statistics-for-each-scratcher-game
73,20.0,346,20000,3.01,,Yes,Yes,"Oct. 28, 2024",,"June 5, 2026",2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/20000-frenzy-holiday-edition-2852/,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,"$20,000 FRENZY Holiday Edition➞",318780,318780,20,20,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,959527.7999999999,959527.7999999999,640747.7999999999,640747.7999999999,47976.39,47976.39,0.0,1.5,-0.5000004168717155,2.51,2.5147473529720097,0.0,0.6644523812253329,0.6644523812253329,0.0,0.397654260901465,0.397654260901465,0.0,0.05034716769212542,0.03795805287809863,6.620628074475324,8.781421504839535,3.0,0.83,0.0,0.826282116084279,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/57/c4/57c49b83b298b63cfabe1c100154374b.jpg,,,,2026-04-18,537,80.83333333333333,77.5,161.5,,109.08333333333333,107.22916666666666,148.5,14.0,/colorado-statistics-for-each-scratcher-game
